!CSV A.01.01
!Agilent Technologies,N5230C,MY49000690,A.09.42.22
!Agilent N5230C: A.09.42.22
!Date: Monday, April 10, 2017 10:52:05
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
8300000000,-0.00020589714,0.0001139156,0.50423384,-0.86095703,0.50170392,-0.86583471,-0.00021230358,0.0013029549
8302562500,-0.00049353944,0.00024860894,0.50378031,-0.86232924,0.50037241,-0.86742783,-0.00058461813,0.00086642097
8305125000,-0.00078518136,0.00022567852,0.50417519,-0.86501056,0.5006001,-0.86715233,-0.00059094897,0.00081857946
8307687500,-0.00072714925,-6.8032161e-005,0.50317508,-0.86548227,0.49795696,-0.8668837,-3.2815002e-005,0.00096299651
8310250000,-0.00021042807,0.00044447012,0.50293833,-0.86457044,0.49669206,-0.86726445,-0.0003943679,0.0008004476
8312812500,-0.00061012735,5.5628258e-005,0.50093967,-0.86540842,0.49675721,-0.86793834,-0.00015297685,0.0011501461
8315375000,-0.00088545424,0.00038859903,0.50103158,-0.86522937,0.49885783,-0.86887282,-0.00013010562,0.00097977405
8317937500,-0.0010114019,0.00019537676,0.50103277,-0.86659086,0.49541003,-0.86954814,-0.00012479776,0.00080966036
8320500000,-0.001434813,0.00019513359,0.50021207,-0.86670572,0.49766552,-0.87030315,-0.00014523158,0.00055739412
8323062500,-0.00041284261,1.7921244e-005,0.50001442,-0.86729604,0.49307412,-0.86981583,9.8454271e-005,0.00068720797
8325625000,-0.0014848758,5.2475654e-005,0.49921039,-0.86854118,0.49650025,-0.86797249,-0.00018278186,0.00066364516
8328187500,-0.00076733291,-2.6483294e-005,0.49805361,-0.86612219,0.49190104,-0.86867797,0.00031370745,0.00072589191
8330750000,-0.00069196272,9.7059448e-005,0.49530935,-0.86584842,0.49121964,-0.87094504,-0.00013036502,0.0010178601
8333312500,-0.00037562411,0.0004262102,0.48494771,-0.87490994,0.48115245,-0.88027132,0.00083379191,0.0014229842
8335875000,-0.0011380909,0.00027417101,0.49720046,-0.86949897,0.49061874,-0.87217259,-0.0002743027,0.001134019
8338437500,-0.0015228315,0.00051386387,0.49814257,-0.867504,0.49009299,-0.87189621,7.7877385e-006,0.0010175084
8341000000,-0.0010755145,2.6052699e-005,0.49570063,-0.86928743,0.48700699,-0.86996955,0.00037647504,0.00095640036
8343562500,-0.00088785245,0.00056027411,0.49399647,-0.8696273,0.48946166,-0.87519234,0.00019807644,0.0011202185
8346125000,-0.0011489408,0.0010234518,0.49719346,-0.87002647,0.48814014,-0.87358797,2.3753491e-005,0.0011386499
8348687500,-0.00071112928,0.00058600353,0.49327454,-0.87289798,0.4851585,-0.87289017,0.00042566707,0.0015319432
8351250000,-0.0010642739,0.00017773951,0.49240109,-0.86939442,0.48314276,-0.87663919,0.00038033599,0.00099239475
8353812500,-0.0012133421,0.00012515325,0.49166453,-0.86980551,0.4831652,-0.87239975,0.00035869103,0.00082151836
8356375000,-0.0013094199,0.00041478817,0.49043575,-0.87199736,0.4859201,-0.87102258,0.00058392965,0.001135458
8358937500,-0.0011751944,0.00038488751,0.48639971,-0.87138003,0.48484489,-0.87319225,0.00093705708,0.0013100679
8361500000,-0.0013164247,0.00033517851,0.4881146,-0.87175429,0.48432934,-0.87495118,0.00062682567,0.0011311645
8364062500,-0.00086680549,0.0006083973,0.48794723,-0.87234735,0.48297825,-0.87542611,0.00059508497,0.0014948838
8366625000,-0.0011603499,2.8933086e-005,0.48715073,-0.87117559,0.48080254,-0.87463623,0.00063074718,0.0013529145
8369187500,-0.00087634893,0.00073525187,0.48484585,-0.87246925,0.48329842,-0.87541127,0.00070034439,0.0013760497
8371750000,-0.00053493789,0.00052990502,0.48511815,-0.87474346,0.48420954,-0.87637919,0.00029390067,0.0017786307
8374312500,-0.0011302646,0.00022805091,0.48542532,-0.87630916,0.48216212,-0.87797725,0.00065364275,0.0018056609
8376875000,-0.00088096631,7.4860991e-006,0.48426124,-0.87903148,0.47992012,-0.87824774,0.00069376448,0.0018032404
8379437500,-0.00074048381,0.00027094377,0.48371804,-0.87812835,0.47834736,-0.87868172,0.00079648301,0.0018099957
8382000000,-0.0010582148,0.00040493443,0.4819873,-0.87688464,0.47719359,-0.87953675,0.00058642391,0.0013704213
8384562500,-0.0010452427,0.00015645324,0.48125866,-0.87774521,0.47681719,-0.88019961,0.00075112114,0.0010827874
8387125000,-0.00099188136,7.1011891e-005,0.47990701,-0.87699938,0.47781476,-0.87822652,0.00047401144,0.0014523326
8389687500,-0.0015927504,1.800151e-005,0.48089254,-0.87601143,0.47308567,-0.88114679,0.00053481228,0.0011661369
8392250000,-0.0010989677,6.1987434e-005,0.47992581,-0.87835139,0.47325909,-0.87886113,0.00038784093,0.0010623116
8394812500,-0.0010512167,-0.0001510921,0.47994074,-0.87982374,0.47375861,-0.88239318,0.00061749108,0.001334253
8397375000,-0.00088608376,-0.00027974922,0.47873726,-0.88022512,0.47411048,-0.88117903,0.00039457832,0.0010113704
8399937500,-0.00081207015,-0.00028904816,0.47623649,-0.87900954,0.47253746,-0.88054973,0.00016305086,0.00092771702
8402500000,-0.0010135992,-5.9973943e-005,0.47613731,-0.87923217,0.47074834,-0.88216597,0.00021690437,0.0011136897
8405062500,-0.0011219472,-0.0005560845,0.47311646,-0.88219756,0.47035375,-0.88086212,0.00042197577,0.001450116
8407625000,-0.00097083265,-0.0004109611,0.47484776,-0.88094491,0.47296256,-0.88310468,0.00042671262,0.00091109402
8410187500,-0.0010945905,-0.00049825647,0.47683358,-0.88171202,0.46963084,-0.88057333,-0.0001122184,0.00078033237
8412750000,-0.0012282893,-0.00083658018,0.4725686,-0.87943006,0.46913496,-0.88471377,0.00060332508,0.00061699323
8415312500,-0.0012572008,-0.0004966741,0.47300524,-0.88259214,0.46886787,-0.88568121,0.00054256245,0.00069494225
8417875000,-0.0014148416,-0.00077044551,0.4716436,-0.88287097,0.46905658,-0.88989854,0.00040975428,0.00027375991
8420437500,-0.00099809084,-0.00096349488,0.47176942,-0.88527513,0.46514088,-0.88627124,-0.00028949644,0.00032415122
8423000000,-0.0016502142,-0.00084128452,0.47026852,-0.88458067,0.46727455,-0.88847095,0.00032041527,0.00028288981
8425562500,-0.0014142218,-0.00076425151,0.4683896,-0.88587779,0.46821538,-0.88530964,0.00018985587,0.00045149194
8428125000,-0.0013680508,-0.00071911706,0.46925226,-0.88630271,0.46494094,-0.88615417,0.0005219857,0.000497311
8430687500,-0.0014994564,-0.00077143725,0.47150671,-0.87958848,0.46229529,-0.88445729,0.00021998033,-0.00012725724
8433250000,-0.0017432412,-0.00059199031,0.46570051,-0.88436002,0.4653908,-0.88779229,0.00016500901,0.00059010374
8435812500,-0.0013175986,-0.00067908247,0.46501127,-0.88516974,0.4616026,-0.88698369,0.00020895225,-9.8617798e-005
8438375000,-0.0014656864,-0.00078615412,0.46524706,-0.88456732,0.46044585,-0.88866562,0.00013533157,0.00022149198
8440937500,-0.0014289524,-0.00080261199,0.46722806,-0.8845408,0.4583807,-0.88729757,0.0004479647,4.9463019e-005
8443500000,-0.0013870028,-0.00063596928,0.46616325,-0.8860423,0.45871854,-0.89068222,0.0002118571,0.00036383717
8446062500,-0.0014120401,-0.00034272057,0.46435374,-0.88880932,0.45956972,-0.88807988,0.00029771085,0.00025152025
8448625000,-0.0014706184,-0.00037971119,0.4640677,-0.88983852,0.4593946,-0.88721246,0.00030778619,0.00025019949
8451187500,-0.0013529864,-0.00065418199,0.46211049,-0.88951677,0.45882192,-0.89011043,0.00069693831,0.00013325529
8453750000,-0.0011659632,-0.0007185954,0.46225569,-0.88761425,0.45882604,-0.89094776,0.00077631779,0.00041496966
8456312500,-0.0010526432,-0.0004166693,0.4610076,-0.88779211,0.45776924,-0.8889944,0.00064904225,3.5547491e-005
8458875000,-0.0012252813,-0.00048945547,0.45905325,-0.88738823,0.45807448,-0.89214623,0.00054021203,0.00016313352
8461437500,-0.0013077742,-0.000355261,0.45853552,-0.88826752,0.45435682,-0.89123935,0.00046721046,0.00046627261
8464000000,-0.0010403438,-0.00022064068,0.45792484,-0.89288521,0.4538388,-0.88801384,0.00077655958,0.00029522704
8466562500,-0.0013606214,-0.00014632265,0.45722955,-0.89084023,0.45079079,-0.89259815,0.00080629083,0.00035107616
8469125000,-0.0012603725,-0.00016349051,0.45734823,-0.88881701,0.4517132,-0.89005619,0.00069785333,0.00043580655
8471687500,-0.0010773586,-0.00026803635,0.45442989,-0.88896096,0.45080766,-0.89043927,0.00076541281,0.00025910436
8474250000,-0.0012747326,-0.00047388091,0.45408535,-0.89005882,0.44958442,-0.8953051,0.00085543765,0.00040625379
8476812500,-0.0011134741,-0.00045948281,0.45487469,-0.89281213,0.4511089,-0.89583844,0.00083187723,0.00042752599
8479375000,-0.0013476226,-4.3781696e-005,0.45566481,-0.89068311,0.4466747,-0.89414823,0.00081402238,0.00052903884
8481937500,-0.0009808233,-3.6737099e-005,0.45490676,-0.8907724,0.4477385,-0.89274502,0.00083305524,0.00063420512
8484500000,-0.0013373898,-0.00017271691,0.45174518,-0.89174968,0.44625318,-0.89421356,0.0011372189,0.00069589762
8487062500,-0.0012412341,-0.00020316141,0.45350301,-0.89187741,0.44699481,-0.89495188,0.001097881,0.0009348733
8489625000,-0.00090263376,-0.00045005209,0.45305923,-0.89551055,0.44814399,-0.89487994,0.0011921745,0.00054407021
8492187500,-0.00066429062,-0.00054162095,0.4501631,-0.89567906,0.44672456,-0.89474517,0.0011953547,0.00061761896
8494750000,-0.00041516867,-0.00046097778,0.45057034,-0.89398479,0.44460264,-0.89691156,0.000742317,0.00053095823
8497312500,-0.00050465058,-0.00072002789,0.44972059,-0.8957606,0.44641706,-0.8996405,0.00069804431,0.0006013625
8499875000,-0.00060091983,-0.00069445022,0.4467577,-0.89291149,0.44844866,-0.89946425,0.00056333747,0.00088072312
8502437500,-0.0007388317,-0.00057480362,0.44761768,-0.8938542,0.44457507,-0.89522648,0.00032495277,0.00069357397
8505000000,-0.00053624256,-0.00039418551,0.44801635,-0.89458001,0.44143316,-0.89695024,0.00088375376,0.00062998309
8507562500,-0.00054450217,-0.00082132674,0.44745776,-0.89873523,0.43970346,-0.89691216,0.0012004246,0.00060494721
8510125000,-0.00043781349,-0.0007516226,0.44670659,-0.89359009,0.43924978,-0.89840233,0.00080856209,0.00083028176
8512687500,-0.0010594557,-0.00095112115,0.44566271,-0.89668685,0.43888634,-0.89805305,0.0010299624,0.0010532258
8515250000,-0.00053852616,-0.0012190237,0.44273618,-0.89531344,0.44107655,-0.89864618,0.00036577909,0.0010230291
8517812500,-0.0012026269,-0.0011860481,0.44279289,-0.89794749,0.44054922,-0.90025926,0.00077149982,0.001031385
8520375000,-0.00050848309,-0.0013536364,0.44167128,-0.89857364,0.43846732,-0.90072536,0.00017417742,0.00098295871
8522937500,-0.00069450744,-0.0010066691,0.44161198,-0.89706963,0.43731031,-0.90015948,0.00053015456,0.00072388479
8525500000,-0.00089603954,-0.00093358435,0.4410857,-0.89849645,0.43571398,-0.9031117,0.0006873174,0.00059902988
8528062500,-0.00092881417,-0.0019513509,0.44095194,-0.89949644,0.43811819,-0.90008539,0.00097569922,0.0010533907
8530625000,-0.0006908853,-0.0011684407,0.44024533,-0.89695573,0.43601528,-0.90042973,0.00035383506,0.00086380861
8533187500,-0.00080000958,-0.0012218987,0.43994454,-0.9003523,0.43387666,-0.90109175,0.00051004498,0.0005378793
8535750000,-0.0010330422,-0.00098528643,0.43765798,-0.90042752,0.43533903,-0.90175676,0.00030780947,0.00027859362
8538312500,-0.0017379307,-0.0013975037,0.43734953,-0.9016549,0.43138266,-0.90575457,0.00044856619,0.00062117173
8540875000,-0.0014766719,-0.001028426,0.43588659,-0.89946628,0.42957747,-0.89882922,-4.1083826e-005,0.00035242131
8543437500,-0.0013226633,-0.00095462898,0.43607709,-0.90056098,0.43110925,-0.90322661,-5.812545e-005,0.00038378878
8546000000,-0.0015013778,-0.0014902675,0.43488875,-0.90088469,0.43151799,-0.90257424,0.00033267064,0.00023238632
8548562500,-0.0015411101,-0.00085004524,0.43222991,-0.8994298,0.42881727,-0.90209305,0.00040222472,0.00015239978
8551125000,-0.0014831782,-0.00088849926,0.43237534,-0.9008655,0.42871758,-0.90565401,0.00012557561,-0.00026170447
8553687500,-0.001426857,-0.0019258551,0.43691909,-0.90468895,0.42632568,-0.9072662,0.00036687363,0.00024481988
8556250000,-0.0013753962,-0.00091683533,0.43154356,-0.90538555,0.42610946,-0.90175915,0.00026100484,7.8318353e-006
